content
婆婆，对不起，不是我不喜欢跟你讲话，只是我觉得我能跟你讲的你一定老早就知道了。不然，你就不会每次都叫我“听话”。就像他们都说你走了，你也没有告诉我你去了哪里，所以，我觉得，那一定是我们都知道的地方。
婆婆，对不起。不是我不喜欢跟你讲话，只是我觉得我能跟你讲的，你一定老早就知道了。不然，你就不会每次都叫我“听话”。就像他们都说你走了，你也没有告诉我你去了哪里。所以我觉得，那一定是我们都知道的地方。——封面
"不知道你在哪里
但那一定是我们都知道的地方

""你是我梦境中触不可及又遍布的星光"""
"你永远都不会知道
你在路上随便见到的路人甲
是别人做梦都想见到的人"
看到别人的觉得很感动，不知道为什么你这句好搞笑，对不起啊，哈哈哈哈哈哈
有人问为什么他一下子就爆了，你不知道这条路他走了快十年。
眼睁睁看着你第一个评论，我却不知道说啥
你知道有多好听吗？？？
 你知不知道自己写的歌有多好听🤦🏻‍♂️
他在美国还是很火的，举个例子，我打Uber，司机放他的歌mulan还说中国的rapper只知道她，还说她很火你不知道吗🤷‍♀️国内接受这种风格还需要时间吧，毕竟不那么接地气
这样才叫现场 ，歌手总决赛直播不知道有多少歌手原形毕露（瑕疵很多）
"从她说毛毛的一荤一素，听着快要哭了，感觉是给一个很重要的人唱歌。
我就知道，不论是不是在歌手，不论音乐隔阂
她就是真正的艺术家，用心去感受音乐带来的感动"
浩哥你小吉他弹得sao的一批。我特么爱你爱的要死一个有创造能力的编曲乐手在我心里你是神你知道吗。我是学古典作曲的。只要ktv先唱你的作曲家[大哭]每回听到李白里的solo都必须饮酒太带劲每次唱看着猕猴桃心里总有莫名的感觉很莫名多少年前我就知道是你给信做的编曲给丑八怪做的编曲还想说评论字数不够
眼泪只有网易云和枕头知道.
早知道那是最后一次的话就好好抱抱你了。
可能他必须要确定几次才知道我真的不会走，可能，下一次，就开门了，我们都别放弃那些值得的人
“你永远不会知道 那个为了你失去理智的人 突然安静下来 不哭不闹 不会打扰  她是经历了怎样的心疼 算了 你也不会心疼”
"其实你什么都知道
知道我爱你
知道我在等你
知道我想你
知道我想跟你在一起
你知道你什么都知道
可你就是就是不要我"
"八百米测试想的是你的名字
背书写字想的是你的名字
考场的路上想的是你的名字
每次想起你的名字就不自觉的笑
生怕别人不知道我的喜欢那么生疏
生疏到不知道该如何隐藏
谢谢你啊
八百米成绩是我四年来最好的一次"
"今年17了
开学高二很关键的时间
成绩真的很差很差
天天就知道玩手机努力一会儿就放弃
干什么都三分钟热度
不知道这个样子自己以后能干些什么
在此，对自己起誓.
剩下来的两年知道自己想要什么
放下手机端起书本考一个理想的大学
瘦下去.配得上她
努力变优秀像星星一样闪闪发光
念想念的大学见想念的人."
从我看到好玩的事第一个想到分享给你。我就知道，我栽了
"痛苦吗，你日思夜想的人，他毫不生活的走进了别人的生活。
痛苦吗，你心中想念的人，或许还不知道你是谁…
你可以是他的路人甲，但你可以成为别人的焦点。"
那你地理老师知道一定想打你
分享日常我就知道玩大了
人啊，就是贪心，想要的太多，等失去了才会知道珍惜，如果再有一次谁都一定会抓住重要的那个人不会再让她丢掉了。
今天你想我了吗，我知道即便你偶尔想起我，这些也不影响你打游戏，也不影响你睡觉，你也只是咬了咬牙，心想说分手的人是我不是你啊
出这首歌之前，我只知道203是一首被老师批评了的歌，可是出了之后，听了之后，我真的好喜欢这首歌。不知道为什么我认为爱的歌都似乎有背于大众审美，像是《呓语》也是被批评了的，可我就是爱它们，也爱他，俗就俗吧，那些神仙调调，rap，我也听不懂
"以前我只是感叹毛不易的创作可以把自己的心情都记下来，我喜欢这样每首歌都有迹可循，而不是无病呻吟
后来我毕业了，自己租了一间小屋，才真正开始感同身受词曲里蕴含的情感，我文笔不好，不能很好地表达自己的感受，但是我知道他和我一样，他知道我的心情…这样的想法，让我一个人的时候也不那么落寞"
毕业之后就不知道什么时候才能再见了
我确实不知道啥子畸形儿 至少我是看到他蹭热度来的
小王子还说：可是 我毕竟是太年轻了 不知道该如何爱她
“要知道像2020这样ABAB的年份，每隔101年才会出现一次，比一个世纪还长。所以很开心能和你共同度过其中一个。 ​​​” ​
只有自己知道满是遗憾
我知道你爱我 可我总也感受不到 让我很难过
好想让你知道我喜欢你
其实每一个人都有自己的预测，如果你去表白一个自己心仪的女孩子，其实没有那么久的考虑时间，其实那一刻你已经知道是幸福还是学会道别，我想对于自己最难的是结束自己的付出，真正的去说一句祝你幸福。
我看了评论才知道这个人受的伤害有多大，k神不是你们拿来踩别人的工具好吗，他们合作很愉快，谢谢，这素质别给喜欢电音的人丢脸好吧。不知道哪来的优越感，这口气我差点以为您是哪位百大dj。
你比k神还懂音乐呢，这首歌是他俩一起做的，合作的时候k神还发了视频。蔡徐坤唱得怎么样，k神难道不知道？轮到你来这里代表发言？
"“你不是睡觉了吗，怎么还能回我信息？”
“你难道不知道特别关心的声音很大吗？”"
你对我最大的温柔是空间公开，你知道我每天都会来。
"“你知不知道，你生气的时候，跟偶尔开心笑起来的时候一模一样，都有两个小酒窝，我最喜欢你这点了，所以你迟些动手杀我，我好多看几眼。”

--徐凤年 《雪中悍刀行》
  ​"
原来真有小孩子还不知道倚天屠龙记
你可拉倒吧，听这一首你就知道啥是真正的rapper，真正的嘻哈了？
"只有被欺负了才知道自己有多懦弱。
只有孤寂一个人才知道自己多可怜。
只有放弃了才知道自己到底多垃圾。
只有一切成了定局才开始追悔莫及。"
你要知道最好的永远在最后等着你！
"我坚持不和你说话
试着疏远你
是因为我知道我不能拥有你
有些爱只能止于唇齿  掩于岁月 敬而远之
最后，祝你前程似锦。"
吴青峰把他的伯乐经纪人（也算师傅）当作父亲一样的长辈看待，谁知道连他自己写的歌都不能唱
你知道吗，这一辈子除了我的妈妈，你曾是我最爱惜的女人吧，但孤独的娃娃，总会慢慢长大，抱歉我没法永远当你守护的骑士啊
"最感动的一句:
你知道吗
这一辈子除了我的爸爸
你曾是是我最信任的人啊"
真正了解邓紫棋的时候还是因为你，你说你喜欢邓紫棋，我就学唱邓紫棋的歌给你听，虽然跑调了，但是当时很开心，现在已经不知道你在哪了  myx就连我的输入法都记住你了[流泪]
"你不知道我是一个占有欲有多强的男孩子
你不知道我是一个多爱粘别人的男孩子
你不知道我是一个多爱吃醋的男孩子
你不知道我是一个多想你的男孩子
你不知道我是一个爱哭的男孩子
你不知道我是一个你的男孩子
你不知道我有多么多么爱你
你不知道我有多么在乎你
你不知道我有多想抱你
你不知道。。。。。"
：“早知道就该做朋友了嘛。”
"晚安这个词
好像变成了一种礼貌
说完这个词后
睡没睡不知道
但是话题已经终止了"
"Mind if i say goodnight
如果介意我说晚安
Cause i'm getting kind of restless
会让我心绪不定
I won't dare close my eyes
彻夜难眠
Cause i know that i can fight this
我知道要抑制这份感情"
"他们说
“晚安”=“我爱你”
可是我一点儿也不想让你知道
所以我每次打给你
都给你打两次
“晚安晚安”
两次“我爱你”"
我遇见你，我便要知道，所有的孤独和难熬都是咎由自取。
喜欢艺兴的你，已经删我快两个月了，刚刚，我刚刚知道你得了胃癌。求你了，同意吧，我想继续陪着你，继续给你唱艺兴的歌，求你了。
可惜你永远不会知道，当你对我说出那句晚安，我的感觉，就像春风与春草的初次邂逅
听到这首歌的时候我知道，已经太晚了，我是一个忧郁症患者，或者我是精神分裂吧，我不知道什么时候我就不在这个世界存在了，我感觉我是孤独的，他们都不懂我，我不知道我为什么而活，听了这首歌心里突然有了一丝触动，可惜已经太晚了，你已经走了，我感觉我也快了，在那边你要快乐，等着我，我找你
刚刚才看评论 随手发了一句“你一定要加油” 进到主页才知道……希望和你一样的陌生人们能够坚强起来
城南，你知道吗，新的一年开始现在全国各地都在共同抵御冠状病毒肺炎，但我相信很快就会过去。我也只是一名默默无闻的住院医，过两天等通知下来我也要去隔离点看护，不过我一点也不担心，而且也没敢和父母说，怕他们担心。我也不知道自己在说什么，你在那面还好么？那面肯定没有这么多乱七八糟的事吧✌
"你用网易云音乐吗？你知道城南花已开的故事吗？

城南2月25号离开了我们

知道这个消息后泪流不止

花开了 你却看不见了啊

你知道吗，这世上很多不被接受的种子，都在不为人知的角落，开成了花。


"
我终于……找到这个封面出自哪里了。lost7的作品“睡了吗？摘颗星星给你”的第116页左边数第二幅图……没毛病！我动态里有!还有就是这张头像是没有情头的，那女生的背影和另外一个海边男生的背影才是情头。（我看很多人都不知道，那我每天都来说一下，好让不知道的看见）
你知道私人FM为什么没有倒退键只有下一首吗，因为错过了就错过了，再也回不来了’。其实我想说，那你知道为什么音乐播放器都有一个最近播放的列表吗。因为，只要你找的及时，那首歌一直在那里，从未离去。所以啊，人也一样，你不去试试，你怎么知道就不能成功呢。
你们这群人给劳资听好了 一定要给我好好的活下去 知道吗？
我也很羡慕别的小女生收到花收到唇膏收到各种各样的惊喜，我嘴上说反正我买的起，但还是偷偷羡慕过，也希望有人把我的手放在他的口袋里，在我无助脆弱害怕的时候拥抱着我说他可以保护我，俗气而又热烈的喜欢我。只是笑久了就不知道怎么表现难过了，面具戴久了就不知道怎么去掉了。
"生而为人
一定要善良
像关门轻一点
对服务员说谢谢
不评论别人喜欢的东西
借的东西一定要还
就像我对你的好
你要知道只是我愿意
不是我应该"
笑是笑了开不开心谁知道呢
也许同为医学生才知道什么叫做拿命去读书。我知道每个行业都不容易，但医生有多不容易其实没多少人真的理解。今年是我本科的最后一年，我会努力下去，你也加油。生理生化病理病生内外妇儿……愿你一路披荆斩棘，拿下它们。
"长到了可以和父亲举杯碰杯的年纪
长到了可以和长辈促膝长谈的年纪
这是一个可以直言不讳说爱的年纪
我欣然的接受这些不习惯         然后呢
我不知道穿上西装后是否还能看动画片
我不知道抽烟是否还有小朋友和我玩
人们总说吃的苦中苦  方为人上人
我不想成为人上人
可是世间疾苦没有一样放过我"
"“长这么大了 你还在害怕些什么”
“孤独与那突如其来的失落感”
- 我从不相信世上会有感同身受.我不知道是否还有必要坚持下去.我甚至忘记了自己生在这世上的意义了
- 我只知道.少了我世界依旧如初.没人会因此停留.而让我坚持下去的动力也不多了"
我知道 我们都要适应这个世界的温度
"亲爱的你：
我不知道你喜欢什么，但是我有很多还没有来得及做的事情，我想把它一一实现，我想要不留遗憾。你一定也曾这样想过吧！我告诉你我想做什么，然后你偷偷告诉我你想做什么好不好？"
我知道你在 所以我很早就来啦
邓紫棋姐姐现在好像有男朋友了呢。可是我真的自私的希望她跟华晨宇在一起啊。我他俩谁的粉都不是，就是某一天突然心血来潮想到有这样两个人音乐才华很相配，外形气质很配。就去看了他俩的视频，很甜。可惜后来知道他们没有在一起。不知道有没有在一起过。不管哪种都觉得这样般配的两人没在一起好可惜。
"我恨你
恨得希望你过得不如意
恨得希望你过得不如我
恨得希望你从此不快乐

算了吧
你还是好好的吧
好好的生着
好好的活着
从此不要在让我知道关于你的任何消息
不要在遇见"
我最好最好的朋友在他很小的时候妈妈就离开他了  她变得孤僻内向 对待所有的人都是规避――除了我以外 妈妈说她是一个“有问题”的孩子 让我和她保持距离 可她不知道每一次我看见她时的心喜 和只有彼此知道的默契 我不能反驳我妈妈 可她永远是我最好的朋友
新朋友不知道旧脾气，老朋友不知道新生活
我去。。我今天才知道。[口罩]
正在写作业的我，一听这曲头就知道这首歌不简单🤔。赶紧退出网课直播间来刷评论😂
小川其实什么都知道，他不远千里，赴了一场走向死亡的爱情……季子你没有心，你怎么舍得他死……
林本川：我知道他是要杀我的，他总是这样不会隐藏自己，不过他的手有点抖，割的我有点疼
"“我知道他是要杀我的，不过他的手有点抖，割得我有点疼”
————林本川"
"你知道吗，有些人，会以各种你情愿或者不情愿的方式，留在你的记忆里，比如我
——《撒野》"
讲一个故事吧，之前我满眼都是那个男孩子，他告诉我，不允许我心里有别的男孩子，直到后来我知道他亲了别的女孩子，当时湿红了眼眶……
我知道你是来杀我的 你的眼睛从来不会骗我 可是你拿刀的手有点抖 割得我有点疼。——林本川
林本川：我知道他是要杀我的，他总是这样不会隐藏自己，不过他的手有点抖，割的我有点疼
"我知道他要杀我，他从来都不会隐藏自己，但他的手有点抖，割的我有点疼
我当时是想回吻的，但是脖子太疼了"
意思就是只是喜欢喜欢她的感觉，，，认识有个朋友是患有这个的，她也就开玩笑说：至少能不早恋。    但是她的痛苦谁又知道
"+1
之前对一个人特有好感
后来他对我说了喜欢以后
我开始恶寒了…开始避而远之…
然后有两次经历都这样
我也不知道怎么办…"
？！！你怎么这都知道！我猜你的手机也是华为哈哈哈哈哈 是通过颜文字猜出来的吗
你说 那些不抽烟 不喝酒 不泡吧 不玩游戏的女孩子 难过的时候是怎么度过的 关上门关灯关窗户 戴上耳机打开网易云 把音乐开到最大 躲在被子里无声哭泣 哭到眼睛肿的不成样子  到第二天早晨起来照样对许多人微笑  那些委屈难过的日子里 歌单知道枕头知道 唯有你不知
"我在你心里掉价的原因 
无非就是知道了我喜欢你"
保持我们心里的光，因为不知道谁会借此走出黑暗。加油加油
我不知道她是不是和你一样想的，但是我已经祝她幸福了[可爱]
早知道就不添加好友了，小东西还挺难忘
"我不主动找你，不是你不重要

而是我不知道要以什么样的身份罢了"
最不该的就是被他知道我喜欢他[心碎]
你知道你唱歌跑调吗？
[呆][呆][呆]我打算写一个离骚的，不知道高考背不背
当初被琵琶行的时候仿佛在讲一个故事，不知道为什么会如此顺理成章的知道故事发展的情节，直到现在我的人生站在十字路口时突然有点恍惚，原来很多人的一生都很相似，不论古人还行现代，所有事，所有人都好像在轮转，
想你的时候，如果你不知道，我会感到孤单。想你的时候，你知道我在想你，我内心已经有了慰藉。想你的时候，如果你也在想我，我就会感觉甜蜜。
我不应该逃避的，明明知道自己最怕的是什么却总潜意识逃走，马上要毕业了，大专毕业的时候还觉着自己是个孩子，专升本两年也要过去了，这次的毕业却让我总想逃避，因为自己知道自己即将面对的，父母的衰老，自己没有人可以依靠，又笨有没有方向，真恨这样的自己啊！
我最爱的男孩现在再遭受万人诋毁，好想把他好好保护起来。我真的很无力，明明知道一切都会好起来，但是还是为他所经历的一切感到心疼。如果你能看到的话，请记住宝贝你是最棒的，没有什么是我们过不去的坎！我们会变得更强大！
不知道说什么，你字多跟你混
[呆]你居然可以3点起来发评论，不过不知道你是熬夜还是早起的3点
后来才知道，你心中的江湖，是她的笑容
今天过生日竟然没有一个人知道[可爱][可爱][可爱]
这句话被周深本人看到了的话，不知道他会怎么怼你，哈哈哈哈哈哈
说实话我想知道有多少人喜欢周深，尤其是像我路转粉[呆][呆][呆]
"喜欢周深之前:我不喜欢我喜欢的被太多人喜欢。要是太多人喜欢我喜欢的，我就不喜欢了。

喜欢周深之后:你知道周深吗?你喜欢周深吗?怎么会有人不喜欢周深?只要你也喜欢周深我们就是兄弟姐妹。深深是大家的我要全世界都喜欢周深!"
没事，说明又有个人知道他了
"不想知道明天的天气
如果没有你
不要问我未来怎么样
如果没有你
所有疯狂的情绪只想和你一起
这便是我们疯狂的爱"
Henry真的很神奇，了解他以后我觉得原来9年的唯一真的很值得，真的不知道为什么喜欢他就无法喜欢别人了，或许这就是琴弦和Henry之间的自然引力吧
那就长话短说 不知道背后的故事 要沉溺在这悲伤里无法自拔了
我很想知道这首歌的来源，是源自灵感抑或真实改编，求作者告知
"你说，全村人都知道我喜欢王二狗，但我还是嫁给了新郎官，他新郎官那么爱我，却还是没让我跟王二狗走，他王二狗那么爱我，却还是没敢壮着胆子来抢他娘的一回亲。
但是二狗也在等你说一句才敢去抢他娘的一回亲，你不说出来，我怎么知道你想跟我走啊。"
新郎爱新娘 新娘也爱新郎 可新娘和王二狗也彼此暗生情愫  故事的结局 新郎和新娘终究走到了一起 可没人知道 新郎也曾为二狗心动[撇嘴][生气]
我坚持不和你说话，不表示我没有想你，试着疏远你，是因为我知道我不能拥有你了，再无相见的日子里请你保重。也祝你新年快乐。
我妈问我，你们两个还有联系么？我说，没了，她有新男朋友了。我妈说，以后不确定的事，就不要搞的沸沸扬扬 让全家上下都知道。可是，我决定让全家知道的那一刻，是真的相信我们能一直走下去啊。[心碎]
阚清子说“你知道什么是失望吗？就是本来只想让你哄哄我，后来你却让我思考这段感情是否值得。”
女孩子都是口是心非的.你要是懂她在他咄咄逼人嘴不饶人的那一刻你就应该知道他有多难过而不是觉得她在无理取闹.
天气冷了 也不知道我前任棺材有没有漏风
听这首歌我不知道自己一个人哭了多少次
哥？这么晚了你睡了没？没睡发个微博？INS？话说你知道自己的歌今天上线吗😂
华哥，你好歹宣传一下呀，你的很多粉丝都不知道你发歌[呲牙]
我也是!我知道冠军肯定不是她，但是拉拉要一直在啊，她在我就会看[爱心]
徐佳莹：你才知道我是forever young的小仙女吗~
但要知道他也是一对夫妻的掌心宝，如果他暂时没做到，能否给他点时间成长呢？毕竟他可能也不知道该如何去爱她
"影片中有一个片段
说人都是会变的
我不明白为什么一定要改变
像有些事就不会改变
我不知道我会遇见你
也不知道我会喜欢上你
但我爱你
无问西东"
以后女朋友一定要在网易云找 ，不看照片，不问姓名，不知道年龄，分享自己喜欢的歌，慢慢了解彼此，感觉到了就表白，然后在一起。
"梦见你对我说“食色性也，不要误了自己。”
你不知道，只要是你，我误一生一世也觉得人间值得。"
我也是，她让我我惦记了四五年，这是第五年，误不误终身不知道，想等着她，不想将就。
嗯。不知道如果高三没有网课会落下多少
不知道从哪里看过一句话：吝啬是一种哲学，悲观是一种远见
当我在私人FM歌曲里总能看到你的留言我就知道我得关注你了。
年轻人对未来迷茫正常但不能悲观，因为你要知道迷茫的不仅仅是今年，而是每一年😬
我才知道居然没用乐队，服装也是自己的，唉！就这么匆匆忙忙还表现得这么好，不服不行啊！
斗牛牛逼斗牛牛逼 节目组是万万没想到几秒的动作大家都知道什么歌了哈哈哈哈
不知道从什么时候wb上耳帝成了听歌风向标，看他写的这首底下的评论觉得很难受。凭什么一首歌只能有一种表达
只有南风知道我的心意，惟愿它能将我的梦，我的相思带到郎君的身边。
关于还是有人质疑大众评审的公正性，我只想说，你在手机上听到的完全跟现场不是一回事儿，现场第一声低音出来是会骂脏话的，（别问我为什么知道，我听过现场我当然我知道），歌手的豪华音响比起音乐节和演唱会应该有过之而无不及，投票给他也太正常了。最后希望来听歌的朋友们可以看看视频，惊喜会更多
你要知道人越火黑子越多
不知道当时什么情况
"歌词有几个错误……没办法要过审
大家看看记住了知道就好
mer～

灵魂→血管
风暴→凶暴
远罪→原罪
失守→尸首
报告→祷告"
"周深说过""我一直很理智，因为我知道，我一直比其他歌手多一段路要走""是啊，让人们抛开偏见去欣赏他或许真的很难，周深也知道，没有人知道周深这么多年是怎么过来的"
去过现场的人都知道他的声音比你在音频上听到的要好听1万倍，震撼1万倍，那是真正直击灵魂的声音。
还有我们工科生！虽。。。虽然我也不知道在这儿能帮什么忙，但是加油鸭！
米希亚是歌手中唯一一个对毛不易说“你这首歌是唱给一个很重要的人吧”不知道怎么说，反正我觉得她好厉害
最后的中文一出来，就起了一身鸡皮疙瘩！！！太绝了米希亚！不知道是不是巧合，上一次和这次选歌都与医生职业有关
各位现场观众你们知道MISIA有多难请？这么有感染力你们整个第四 有脸吗
而且最后毛毛走的时候，她让毛毛如果去日本的话给她打个电话，感觉是很欣赏毛毛的，不知道后期会不会有什么合作[可爱]
我他妈今天听了才知道范玮琪这歌原来不是原唱
“就是我想知道安静的音乐能不能走进人心”
毛毛走了本来不打算再看了。然后知道老樊要来 又燃起希望的
我不知道他和毛毛哪里比不过黄霄云
对女孩子也得分什么样的女孩子吧，连一个尊重都不知道是什么的女孩子配得到别人的尊重吗？
"我就是普通人，我不会听唱功，我也不懂唱功。我只知道我喜欢老樊，我只知道我喜欢民谣，我只知道在我人生最煎熬的时候民谣陪我。那些有唱功的歌我反而不爱听，我就爱听这走心的。
民谣有三   少年  吉他  南北方
听者有三   香烟  孤独  还有酒"
"我还喜欢你
枕头知道
输入法知道
我知道
就你不知道"
明白的太多真的很难受，很累，每天像个病态一样，不知道什么是快乐！
活的太明白了，现在都不知道，自己想要什么，一天挨一天。太累了。
我知道你会踩我的雷区，所以我提前把所有的炸弹都换成了满天星
我是回来感谢的，虽然不知道合不合适，下载的时候才发现已经两年了
你看，9088和大楠哥有《赠吾兄》；老秦有《心安之处》……我们什么时候能有听到华儿唱歌啊？熙熙什么时候也出专辑啊…… 原来你们都知道啊……没想到……我们一直羡慕别的小朋友有的，你们在2019年11月2日，都给了我们。喏，小朋友们都说，糖很甜，爱也很值得。
先生把这些跋山涉水的姑娘早就藏进心底，那能让你知道？所以怎么了？没什么。
小声点，别被他知道了
好像两个小孩偷吃了糖，悄悄告诉对方，不能被别人知道，好可爱[憨笑][憨笑][憨笑]
嘘。。我们什么都不知道
"对呀，你是怎么知道的。

因为我每天都在关注你呀。"
　　“ 你知道红色感叹号吗？ ”
有时候他迟迟不回复你  聪明的你也该知道这是他的答案了
她也给我买了很多东西，你不和我说我也不知道你喜欢什么想要什么，在这里，想要的不一定是需要金钱来买的，就比如抱抱啊亲亲啊，你不说他会知道吗？你可以直接说，老公要亲亲要抱抱，老公我手机不好用了想换一部，多好啊，前提是你选对人了，谈恋爱只是为了玩玩的就不要在这种评论里评论了
后来我才知道我一直喜欢的是过去的你，而对现在的你，无半点好感，而过去的你，又让我念念不忘
"“
晚安这个词 
好像变成了一种礼貌
睡不睡谁知道呢
反正话题是终止了
”"
黄明昊：“这首歌主要是表达了距离产生美”SSF这次昊哥都直接说出来辽，咱能知错就改嘛？不要去房间门口，也不要跟车更不要用手机砸他脸.我知道，每一个NANA都很爱他，但其实他在台上表演，我们在下面看着他，这就是追星最好的距离.爱他就给他一点私人空间.毕竟，我们给他流量就好辽，这一切他都知道的
"问:明星那么多,你为什么就喜欢黄明昊？
答:一个满格wifi你不会连啊？
问:我骂黄明昊你会不会心疼?
答:别人捅你心脏你会不会疼?
问:天天听黄明昊的歌你不会腻吗?
答:天天回家你会烦嘛?
问:黄明昊又不认识你,干嘛还要追?
答:你明知道会死,干嘛要活着?
问:可是有人黑他呀.
答:没关系,天黑了,星星才会亮!"
无人之岛无人知道
"你知道什么叫意外吗
就是我从没想过会遇见你
但我遇见了
我从没想过会爱你
但我爱了."
小朋友，我知道最近很难很烦很累，再坚持一下吧。我希望你能明白，再难也得撑着，再难也会过去的，再难也要全力以赴的快乐，你要做一个全宇宙最快乐的小朋友。
明知道最后要分开，现在又何必甜甜蜜蜜。
小东西还挺难忘，早知道就不同意你的好友申请了
我也死过 哈哈哈我不知道该笑该哭 我不相信 可是我看见他手指的戒指 我没办法 我现在还是好好的 偶尔会想起他
学习真的好难呀，为了一个目标背后所付出的只有自己知道，但还是要努力呀
网易云十大未解之谜之一：你永远不知道评论和这首歌有什么关系
要知道像2020这样ABAB的年份，每隔101年才会出现一次，比一个世纪还要长，很开心我们要共同度过其中的一个，那么，新年快乐。
希望这首歌能火，但又怕太多人知道这首宝藏歌曲，那就祝愿中国早日恢复健康[爱心]
別人一贊 我就知道那是情敌
"上高中时
我很喜欢我们班的男神
班花也喜欢他
一次几个同学闲聊
到底我和班花谁和男神更般配?
他们居然还投票表决
投票结果我与班花是1:43
崩溃
不久后男神向我表白
所有人都很意外
男神神秘的说知道那一票是谁投的吗?
我投的!
知道什么叫一分绝杀吗?
这就是!"
"这首歌还是你推荐给我的
过了快一年了吧哈哈
歌上热搜了
你也不在我身边了
早知道就不同意你的好友申请了
小东西 还挺难忘"
以前我看到一个女孩的本子上写满了我的名字，我最开始以为她喜欢我，第二天班会课，我才知道她是纪律委员。
我就知道你可以的
一开口就知道是老江湖了
我不知道凌晨五点是该说早安还是晚安 更不知道这个年纪该说爱还是喜欢
因为你俩一开始就知道不会有结果，或许他先走才会让你更快忘了吧
不知道诶 还是别说喜欢 更不能提爱
啊啊啊啊啊新粉 好后悔没有早一点粉上你 以前别人问我喜欢哪个明星都说不上来 因为墙头太多了不知道哪一个是最喜欢的 现在终于可以跟别人说我喜欢的是王嘉尔了呜呜呜呜呜呜
Jackson 我知道是大写，没办法网易吞我，[心碎][心碎][心碎]
和你一样一直听欧美 不知道为啥最近超级沉迷于Jackson😂🤣
在微博上领到的，不知道能不能说自己是路人，毕竟从看了明侦就一直对王嘉尔印象很好，这次听了歌也觉得很好听，谢谢送专辑的粉丝啦
和88rising那首是best friend啊 不知道你说哪首捏
当一个渣男开始用我的名字拒绝别的女人 每天跟我分享生活中的点点滴滴 对我没有隐瞒 每天给我送吃的 我就知道 我玩大了
豪哥真的不知道是谁，日推而已
好，我知道了，你也注意安全
你这样想也挺好的 不过还有一个道理你要知道 屎不会因为无人问津而显得高贵
我想和你好好说说话 站在你的角度去换位思考 你却偏要在我愿意这么温柔这么放低姿态的时候 说出更伤我心的话 你从来不清楚我放弃了什么 我的骄傲 我的执拗 我的自尊 我的底线 我为你做过什么你永远都不知道 就像抽烟的人永远闻不到自己身上的烟味 被爱的人永远不知道爱你的人有多辛苦
因为我知道，无论哪里，我都没法带你去。
他说不爱我了 一个个崩溃的晚上都熬过去了 就在昨晚 他打电话来说 我好想你 我愣住 说 你打错了吧 他说 没有 小朋友的电话号码我记得很清楚 眼泪慢慢像回忆涌出来 我说 她很早就不要你了 放手吧 说完马上挂电话 哭的像个孩子一样 我不知道你还爱不爱我 我只知道 我不能走旧路 不能回去
真想知道什么样的女孩才能让他哭着说没她不行  单膝下跪娶她 然后和她安安稳稳的过一生
不过取悬溺的小姐姐好像退抖了，最应该高兴的她却无法知道这个好消息，诶，有点可惜[汗]
早知道就不通过你的好友申请了，小东西还挺难忘
我知道忘记你很难 但我决定试试 晚安.
“现在就像在黑屋子里洗衣服，你不知道洗干净了没有，也不知道对手洗的怎么样了，只能一遍又一遍地去洗。等到上考场的那一刻，灯光亮了，你发现，只要你认真洗过了，那件衣服就会光亮如新。”
